1471,10
1472,3
1473,14
1474,3
1475,2
1476,9
1477,10
1478,14
1479,4
1480,13
1481,13
1482,14
1483,10
1484,2
1485,13
1486,14
1487,14
1488,14
1489,4
1490,9
1491,9
1492,9
1493,14
1494,12
1495,12
1496,5
1497,5
1498,4
1499,10
1500,10
1501,9
1502,6
1503,14
1504,9
1505,14
1506,12
1507,12
1508,14
1509,14
1510,12
1511,10
1512,10
1513,12
1514,5
1515,4
1516,7
1517,10
1518,6
1519,4
1520,3
1521,7
1522,14
1523,12
1524,14
1525,9
1526,12
1527,13
1528,12
1529,9
1530,12
1531,12
1532,10
1533,2
1534,2
1535,14
1536,10
1537,12
1538,5
1539,6
1540,11
1541,4
1542,13
1543,2
1544,10
1545,14
1546,12
1547,11
1548,6
1549,10
1550,14
1551,10
1552,2
1553,0
1554,3
1555,12
1556,14
1557,12
1558,14
1559,6
1560,14
1561,11
1562,8
1563,12
1564,14
1565,13
1566,11
1567,10
1568,9
1569,14
1570,9
1571,3
1572,6
1573,12
1574,11
1575,4
1576,12
1577,12
1578,10
1579,14
1580,5
1581,5
1582,4
1583,7
1584,5
1585,12
1586,7
1587,14
1588,10
1589,2
1590,14
1591,13
1592,0
1593,13
1594,5
1595,12
1596,14
1597,12
1598,5
1599,5
1600,8
1601,12
1602,1
1603,10
1604,13
1605,9
1606,5
1607,1
1608,12
1609,7
1610,14
