1,14
2,7
3,10
4,12
5,10
6,14
7,14
8,12
9,10
10,10
11,9
12,6
13,14
14,10
15,10
16,13
17,4
18,5
19,7
20,1
21,10
22,9
23,5
24,14
25,2
26,13
27,14
28,2
29,6
30,9
31,10
32,12
33,1
34,9
35,14
36,10
37,14
38,14
39,13
40,5
41,7
42,6
43,2
44,12
45,14
46,6
47,7
48,12
49,14
50,0
51,5
52,10
53,6
54,9
55,9
56,10
57,5
58,4
59,5
60,12
61,4
62,12
63,10
64,4
65,13
66,7
67,7
68,13
69,11
70,0
71,5
72,14
73,13
74,5
75,12
76,4
77,9
78,1
79,11
80,14
81,12
82,6
83,10
84,9
85,14
86,11
87,9
88,14
89,12
90,12
91,14
92,9
93,14
94,9
95,6
96,1
97,10
98,13
99,1
100,2
101,5
102,14
103,7
104,1
105,7
106,8
107,10
108,10
109,14
110,2
111,3
112,6
113,2
114,9
115,6
116,9
117,3
118,12
119,7
120,10
121,14
122,12
123,10
124,5
125,11
126,10
127,9
128,12
129,7
130,13
131,9
132,13
133,12
134,5
135,6
136,12
137,14
138,6
139,13
140,13
141,1
142,12
143,12
144,14
145,12
146,7
147,5
148,2
149,1
150,12
151,7
152,5
153,0
154,14
155,6
156,14
157,9
158,12
159,4
160,12
161,9
162,13
163,6
164,9
165,5
166,9
167,7
168,14
169,7
170,12
171,9
172,14
173,11
174,7
175,11
176,14
177,6
178,13
179,10
180,4
181,7
182,13
183,7
184,10
185,12
186,5
187,7
188,5
189,10
190,8
191,2
192,7
193,13
194,9
195,5
196,12
197,6
198,11
199,7
200,7
201,10
202,3
203,2
204,10
205,10
206,10
207,9
208,14
209,14
210,7
211,8
212,9
213,9
214,13
215,14
216,13
217,13
218,9
219,5
220,5
221,5
222,1
223,7
224,8
225,12
226,4
227,4
228,6
229,7
230,14
231,3
232,3
233,12
234,8
235,12
236,10
237,12
238,11
239,5
240,5
241,12
242,7
243,14
244,13
245,7
246,7
247,12
248,14
249,6
250,14
251,9
252,0
253,9
254,9
255,13
256,14
257,13
258,7
259,10
260,8
261,14
262,12
263,10
264,6
265,1
266,12
267,1
268,2
269,13
270,3
271,14
272,10
273,10
274,2
275,3
276,9
277,8
278,0
279,14
280,10
281,2
282,5
283,13
284,9
285,14
286,12
287,3
288,5
289,2
290,10
291,3
292,10
293,7
294,13
295,14
296,1
297,5
298,5
299,2
300,13
301,6
302,12
303,9
304,6
305,1
306,14
307,7
308,10
309,14
310,13
311,10
312,4
313,14
314,10
315,7
316,10
317,6
318,12
319,12
320,12
321,10
322,10
323,5
324,12
325,14
326,0
327,2
328,10
329,14
330,12
331,12
332,11
333,5
334,9
335,4
336,5
337,12
338,9
339,10
340,9
341,14
342,10
343,2
344,10
345,2
346,2
347,10
348,5
349,8
350,9
351,12
352,14
353,13
354,5
355,5
356,6
357,1
358,12
359,9
360,14
361,12
362,5
363,10
364,8
365,12
366,7
367,10
368,6
369,1
370,8
371,2
372,8
373,2
374,10
375,1
376,5
377,12
378,13
379,10
380,12
381,2
382,5
383,2
384,9
385,7
386,14
387,6
388,2
389,13
390,7
391,14
392,13
393,7
394,14
395,14
396,14
397,11
398,12
399,14
400,10
401,7
402,9
403,6
404,2
405,14
406,10
407,12
408,5
409,14
410,13
411,5
412,13
413,12
414,10
415,1
416,5
417,2
418,12
419,7
420,12
421,6
422,9
423,5
424,10
425,4
426,14
427,9
428,4
429,14
430,2
431,14
432,10
433,6
434,10
435,5
436,5
437,14
438,12
439,13
440,11
441,10
442,2
443,0
444,12
445,12
446,8
447,10
448,12
449,12
450,1
451,11
452,10
453,6
454,12
455,12
456,14
457,12
458,10
459,12
460,10
461,5
462,12
463,2
464,7
465,10
466,14
467,6
468,13
469,10
470,0
471,13
472,0
473,0
474,4
475,10
476,11
477,11
478,10
479,4
480,5
481,10
482,10
483,12
484,9
485,14
486,2
487,12
488,10
489,14
490,12
491,11
492,7
493,9
494,5
495,10
496,5
497,12
498,0
499,10
500,5
501,5
502,10
503,5
504,3
505,9
506,14
507,1
508,4
509,10
510,14
511,4
512,14
513,4
514,4
515,12
516,7
517,9
518,3
519,10
520,4
521,14
522,8
523,7
524,11
525,12
526,6
527,14
528,2
529,2
530,5
531,12
532,12
533,10
534,14
535,4
536,11
537,8
538,5
539,3
540,6
541,7
542,14
543,14
544,2
545,14
546,6
547,10
548,2
549,7
550,12
551,9
552,8
553,13
554,14
555,12
556,10
557,5
558,13
559,10
560,10
561,1
562,9
563,5
564,0
565,9
566,14
567,5
568,10
569,9
570,10
571,10
572,9
573,10
574,4
575,14
576,7
577,4
578,0
579,12
580,9
581,10
582,13
583,12
584,6
585,12
586,4
587,4
588,7
589,12
590,4
591,10
592,9
593,8
594,5
595,10
596,0
597,7
598,7
599,0
600,5
601,12
602,14
603,14
604,14
605,12
606,14
607,6
608,1
609,2
610,8
611,12
612,10
613,6
614,12
615,13
616,5
617,12
618,14
619,10
620,8
621,13
622,12
623,12
624,6
625,5
626,14
627,14
628,11
629,14
630,4
631,14
632,13
633,14
634,9
635,5
636,14
637,5
638,10
639,10
640,9
641,14
642,12
643,6
644,10
645,10
646,14
647,12
648,14
649,6
650,14
651,10
652,14
653,5
654,2
655,14
656,3
657,6
658,4
659,10
660,9
661,12
662,14
663,11
664,11
665,12
666,10
667,8
668,3
669,13
670,0
671,1
672,0
673,2
674,5
675,10
676,8
677,14
678,5
679,12
680,14
681,12
682,12
683,7
684,14
685,6
686,6
687,14
688,13
689,14
690,5
691,1
692,7
693,6
694,4
695,5
696,12
697,10
698,14
699,10
700,12
701,14
702,4
703,13
704,1
705,12
706,9
707,6
708,12
709,2
710,13
711,12
712,9
713,5
714,9
715,6
716,12
717,3
718,13
719,12
720,10
721,12
722,8
723,5
724,5
725,3
726,9
727,2
728,14
729,2
730,12
731,0
732,14
733,14
734,1
735,10
736,10
737,12
738,9
739,8
740,10
741,6
742,11
743,12
744,10
745,13
746,9
747,13
748,2
749,13
750,0
751,1
752,7
753,14
754,7
755,10
756,0
757,3
758,10
759,10
760,11
761,13
762,12
763,11
764,9
765,14
766,7
767,7
768,14
769,14
770,12
771,12
772,10
773,9
774,12
775,5
776,0
777,6
778,5
779,7
780,6
781,10
782,2
783,13
784,10
785,13
786,14
787,14
788,12
789,12
790,10
791,12
792,9
793,13
794,7
795,10
796,7
797,11
798,5
799,4
800,14
801,0
802,10
803,4
804,10
805,14
806,5
807,14
808,10
809,9
810,10
811,12
812,3
813,14
814,10
815,14
816,6
817,13
818,5
819,12
820,12
821,5
822,12
823,3
824,10
825,12
826,3
827,13
828,10
829,10
830,10
831,12
832,5
833,9
834,4
835,12
836,10
837,12
838,7
839,12
840,12
841,10
842,2
843,12
844,10
845,3
846,13
847,7
848,6
849,7
850,13
851,10
852,2
853,1
854,8
855,14
856,12
857,6
858,3
859,12
860,4
861,6
862,4
863,14
864,9
865,1
866,10
867,14
868,2
869,10
870,12
871,13
872,10
873,10
874,10
875,12
876,12
877,12
878,10
879,12
880,9
881,10
882,1
883,5
884,3
885,5
886,12
887,13
888,2
889,12
890,14
891,10
892,6
893,12
894,9
895,8
896,9
897,9
898,13
899,9
900,12
901,10
902,12
903,1
904,1
905,5
906,10
907,11
908,9
909,1
910,10
911,13
912,13
913,14
914,3
915,2
916,10
917,12
918,7
919,7
920,12
921,10
922,13
923,10
924,9
925,14
926,9
927,10
928,5
929,6
930,1
931,13
932,11
933,7
934,13
935,10
936,14
937,7
938,1
939,5
940,9
941,9
942,8
943,2
944,5
945,5
946,14
947,5
948,14
949,2
950,12
951,12
952,2
953,9
954,10
955,12
956,0
957,5
958,10
959,1
960,7
961,10
962,0
963,0
964,14
965,1
966,0
967,5
968,14
969,9
970,9
971,10
972,10
973,6
974,13
975,11
976,2
977,12
978,1
979,2
980,12
981,14
982,12
983,0
984,7
985,6
986,14
987,10
988,7
989,14
990,9
991,12
992,1
993,10
994,1
995,1
996,14
997,2
998,4
999,2
1000,3
1001,7
1002,14
1003,9
1004,10
1005,12
1006,7
1007,12
1008,3
1009,12
1010,2
1011,12
1012,13
1013,10
1014,12
1015,3
1016,2
1017,0
1018,13
1019,6
1020,4
1021,11
1022,13
1023,2
1024,7
1025,12
1026,12
1027,2
1028,8
1029,12
1030,13
1031,14
1032,10
1033,12
1034,10
1035,14
1036,12
1037,4
1038,7
1039,12
1040,6
1041,6
1042,1
1043,14
1044,0
1045,13
1046,5
1047,13
1048,10
1049,12
1050,3
1051,1
1052,5
1053,14
1054,10
1055,12
1056,0
1057,0
1058,12
1059,9
1060,6
1061,9
1062,14
1063,10
1064,11
1065,12
1066,10
1067,12
1068,5
1069,12
1070,11
1071,14
1072,6
1073,3
1074,8
1075,5
1076,13
1077,6
1078,9
1079,5
1080,1
1081,9
1082,14
1083,11
1084,6
1085,6
1086,8
1087,12
1088,10
1089,3
1090,3
1091,5
1092,10
1093,7
1094,6
1095,5
1096,7
1097,12
1098,10
1099,2
1100,14
1101,10
1102,10
1103,13
1104,3
1105,10
1106,9
1107,9
1108,5
1109,4
1110,12
1111,10
1112,6
1113,4
1114,13
1115,2
1116,12
1117,2
1118,10
1119,4
1120,14
1121,14
1122,6
1123,10
1124,3
1125,14
1126,12
1127,7
1128,5
1129,10
1130,14
1131,7
1132,4
1133,14
1134,9
1135,10
1136,13
1137,9
1138,14
1139,12
1140,14
1141,4
1142,10
1143,9
1144,5
1145,13
1146,12
1147,11
1148,11
1149,0
1150,10
1151,13
1152,10
1153,10
1154,2
1155,12
1156,12
1157,10
1158,9
1159,10
1160,13
1161,1
1162,14
1163,5
1164,12
1165,6
1166,13
1167,14
1168,12
1169,12
1170,5
1171,13
1172,12
1173,14
1174,10
1175,8
1176,6
1177,12
1178,6
1179,11
1180,12
1181,10
1182,7
1183,12
1184,2
1185,5
1186,7
1187,13
1188,5
1189,7
1190,2
1191,12
1192,12
1193,8
1194,13
1195,2
1196,10
1197,10
1198,13
1199,14
1200,9
1201,13
1202,13
1203,9
1204,10
1205,14
1206,12
1207,12
1208,14
1209,9
1210,14
1211,2
1212,10
1213,0
1214,10
1215,14
1216,10
1217,9
1218,2
1219,2
1220,14
1221,12
1222,7
1223,12
1224,8
1225,14
1226,4
1227,12
1228,2
1229,12
1230,9
1231,14
1232,2
1233,5
1234,9
1235,14
1236,11
1237,14
1238,10
1239,12
1240,14
1241,12
1242,2
1243,12
1244,12
1245,11
1246,5
1247,12
1248,10
1249,1
1250,9
1251,9
1252,12
1253,10
1254,10
1255,14
1256,7
1257,8
1258,7
1259,8
1260,2
1261,13
1262,11
1263,12
1264,14
1265,14
1266,14
1267,1
1268,2
1269,6
1270,11
1271,10
1272,9
1273,14
1274,1
1275,10
1276,2
1277,4
1278,13
1279,5
1280,3
1281,13
1282,2
1283,12
1284,13
1285,2
1286,1
1287,12
1288,5
1289,12
1290,11
1291,14
1292,10
1293,10
1294,14
1295,5
1296,14
1297,9
1298,14
1299,9
1300,10
1301,9
1302,0
1303,4
1304,2
1305,7
1306,12
1307,14
1308,10
1309,3
1310,12
1311,14
1312,11
1313,7
1314,12
1315,7
1316,4
1317,12
1318,7
1319,12
1320,10
1321,9
1322,10
1323,14
1324,6
1325,10
1326,14
1327,5
1328,4
1329,12
1330,2
1331,7
1332,11
1333,12
1334,14
1335,6
1336,9
1337,9
1338,10
1339,9
1340,5
1341,10
1342,14
1343,12
1344,7
1345,4
1346,12
1347,14
1348,14
1349,10
1350,7
1351,13
1352,3
1353,12
1354,2
1355,9
1356,6
1357,14
1358,4
1359,12
1360,12
1361,12
1362,7
1363,12
1364,5
1365,5
1366,11
1367,12
1368,14
1369,4
1370,5
1371,14
1372,2
1373,6
1374,5
1375,13
1376,14
1377,10
1378,1
1379,5
1380,14
1381,11
1382,14
1383,12
1384,8
1385,3
1386,10
1387,14
1388,12
1389,7
1390,14
1391,10
1392,6
1393,12
1394,6
1395,12
1396,7
1397,14
1398,1
1399,13
1400,10
1401,13
1402,10
1403,4
1404,1
1405,3
1406,10
1407,2
1408,6
1409,10
1410,10
1411,9
1412,3
1413,9
1414,2
1415,2
1416,5
1417,3
1418,7
1419,1
1420,0
1421,10
1422,13
1423,5
1424,2
1425,13
1426,5
1427,2
1428,2
1429,6
1430,12
1431,12
1432,14
1433,14
1434,8
1435,0
1436,7
1437,12
1438,6
1439,13
1440,9
1441,0
1442,1
1443,8
1444,14
1445,9
1446,11
1447,6
1448,14
1449,6
1450,6
1451,8
1452,5
1453,10
1454,1
1455,6
1456,6
1457,10
1458,1
1459,12
1460,6
1461,10
1462,12
1463,13
1464,9
1465,2
1466,6
1467,13
1468,13
1469,12
1470,2
